	Make	Model	Price	Year	Kilometer	Fuel Type	Transmission	Location	Color	Owner	Seller Type	Engine	Max Power	Max Torque	Drivetrain	Length	Width	Height	Seating Capacity	Fuel Tank Capacity
226	Honda	Brio EX MT	325000	2014	43037	Petrol	Manual	Haldwani	Silver	First	Individual	1198 cc	87 bhp @ 6000 rpm	109 Nm @ 4500 rpm	FWD	3610.0	1680.0	1500.0	5.0	35.0
230	Honda	Amaze VX CVT 1.2 Petrol	869000	2021	8700	Petrol	Automatic	Mangalore	Brown	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3995.0	1695.0	1501.0	5.0	35.0
235	Porsche	Cayenne Turbo	3500000	2014	160000	Petrol	Automatic	Mumbai	Blue	First	Individual	4806 cc	500 bhp @ 6500 rpm	700 Nm @ 2250 rpm	AWD	4846.0	1939.0	1702.0	5.0	100.0
241	Maruti Suzuki	Alto VXi (O)	390000	2018	18000	Petrol	Manual	Lucknow	Silver	First	Individual	998 cc	67 bhp @ 6000 rpm	90 Nm @ 3500 rpm	FWD	3545.0	1490.0	1475.0	5.0	35.0
242	Maruti Suzuki	Ciaz VXi (O)	540000	2015	38000	Petrol	Manual	Mumbai	Gold	First	Individual	1373 cc	91 bhp @ 6000 rpm	130 Nm @ 4000 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
245	Mercedes-Benz	C-Class C 43 AMG	7500000	2021	13000	Petrol	Automatic	Delhi	Red	First	Individual	2996 cc	362 bhp @ 5500 rpm	520 Nm @ 2000 rpm	RWD	4702.0	1810.0	1434.0	4.0	66.0
247	Tata	Nexon XZA Plus Petrol	1085000	2018	8922	Petrol	Automatic	Bangalore	Red	First	Individual	1198 cc	108 bhp @ 5000 rpm	170 Nm @ 1750 rpm	FWD	3994.0	1811.0	1607.0	5.0	44.0
248	Maruti Suzuki	Alto 800 Vxi	319000	2013	47800	Petrol	Manual	Dharwad	Red	First	Individual	796 cc	47 bhp @ 6000 rpm	69 Nm @ 3500 rpm	FWD	3395.0	1490.0	1475.0	5.0	35.0
252	Tata	Punch Creative iRA Pack MT	890000	2022	7500	Petrol	Manual	Mumbai	White	First	Individual	1199 cc	84 bhp @ 6000 rpm	113 Nm @ 3300 rpm	FWD	3827.0	1742.0	1615.0	5.0	37.0
253	Maruti Suzuki	Wagon R VXi	235000	2012	37000	Petrol	Manual	Mumbai	Brown	Second	Individual	998 cc	68@6200	90@3500		3539.0	1495.0	1700.0	5.0	35.0
254	Hyundai	Grand i10 Magna 1.2 Kappa VTVT [2017-2020]	445000	2016	22402	Petrol	Manual	Mumbai	Grey	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
255	Honda	City V	1060000	2019	12382	Petrol	Manual	Pune	Maroon	First	Corporate	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
259	Land Rover	Range Rover Sport SE 2.0 Petrol	12500000	2022	22010	Petrol	Automatic	Mohali	White	First	Individual	1997 cc	296 bhp @ 5500 rpm	400 Nm @ 1500 rpm	AWD	4879.0	2073.0	1803.0	5.0	104.0
261	Renault	Kwid 1.0 RXT Edition	395000	2018	75500	Petrol	Manual	Raipur	Blue	First	Individual	999 cc	67 bhp @ 5500 rpm	91 Nm @ 4250 rpm	FWD	3679.0	1579.0	1478.0	5.0	28.0
264	Maruti Suzuki	Wagon R LXi Minor	145000	2009	39586	Petrol	Manual	Ranchi	Red	First	Individual	1061 cc	67@6200	84@3500	FWD	3520.0	1475.0	1690.0	5.0	35.0
265	Hyundai	Elite i20 Asta 1.2 AT	750000	2018	33647	Petrol	Automatic	Mumbai	Red	First	Individual	1197 cc	82 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3985.0	1734.0	1505.0	5.0	40.0
268	Hyundai	Grand i10 Magna 1.2 Kappa VTVT [2013-2016]	569000	2018	57847	Petrol	Manual	Bangalore	Grey	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
269	Maruti Suzuki	Swift DZire VXI	470000	2016	74000	Petrol	Manual	Ranchi	White	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1695.0	1555.0	5.0	42.0
272	Renault	Kwid 1.0 RXT [2016-2019]	299000	2016	26000	Petrol	Manual	Mumbai	Brown	First	Individual	999 cc	67 bhp @ 5500 rpm	91 Nm @ 4250 rpm	FWD	3679.0	1579.0	1478.0	5.0	28.0
273	Hyundai	Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022]	1875000	2020	18000	Petrol	Automatic	Mumbai	Black	First	Individual	1353 cc	138 bhp @ 6000 rpm	242 Nm @ 1500 rpm	FWD	4300.0	1790.0	1635.0	5.0	50.0
277	Toyota	Glanza G CVT	790000	2019	25000	Petrol	Automatic	Delhi	Red	First	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3995.0	1745.0	1510.0	5.0	37.0
278	Hyundai	Creta 1.6 SX Plus AT Petrol	1095000	2017	39000	Petrol	Automatic	Hyderabad	Red	Second	Individual	1591 cc	122 bhp @ 6400 rpm	154 Nm @ 4850 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
280	Volkswagen	Polo GT TSI	525000	2015	80852	Petrol	Automatic	Faridabad	Grey	Second	Individual	1198 cc	103 bhp @ 5000 rpm	175 Nm @ 1500 rpm	FWD	3970.0	1682.0	1453.0	5.0	45.0
282	Maruti Suzuki	Alto VXi	270000	2014	54420	Petrol	Manual	Jamshedpur	Silver	First	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3620.0	1475.0	1460.0	5.0	35.0
283	Toyota	Corolla Altis G AT Petrol	894999	2015	39780	Petrol	Automatic	Mumbai	White	First	Individual	1798 cc	138 bhp @ 6400 rpm	173 Nm @ 4000 rpm	FWD	4620.0	1775.0	1475.0	5.0	55.0
284	Hyundai	i10 Sportz 1.2 AT Kappa2	335000	2013	78301	Petrol	Automatic	Pune	Grey	Second	Individual	1197 cc	79 bhp @ 6000 rpm	112.7619 Nm @ 4000 rpm	FWD	3585.0	1595.0	1550.0	5.0	35.0
286	Hyundai	i10 Sportz 1.2	220000	2009	126535	Petrol	Manual	Hyderabad	Gold	First	Individual	1197 cc	80@5200	111@4000	FWD	3565.0	1595.0	1550.0	5.0	35.0
287	Hyundai	Creta 1.6 SX Plus AT Petrol	960000	2016	37079	Petrol	Automatic	Thane	Red	First	Individual	1591 cc	122 bhp @ 6400 rpm	154 Nm @ 4850 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
290	Volkswagen	Polo Comfortline 1.2L (P)	375000	2013	39000	Petrol	Manual	Delhi	Red	First	Individual	1198 cc	74 bhp @ 5400 rpm	110 Nm @ 3750 rpm	FWD	3970.0	1682.0	1453.0	5.0	45.0
291	Maruti Suzuki	Ritz VXI BS-IV	300000	2011	90000	Petrol	Manual	Pune	White	Second	Individual									
295	Maruti Suzuki	Alto LXi BS-III	189000	2008	19759	Petrol	Manual	Chennai	Blue	First	Individual	796 cc	47@6200	62@3000		3495.0	1475.0	1460.0	5.0	35.0
297	Hyundai	Verna Fluidic 1.6 VTVT SX Opt	545000	2014	56000	Petrol	Manual	Noida	Red	First	Individual	1591 cc	121 bhp @ 6300 rpm	158 Nm @ 4200 rpm	FWD	4370.0	1700.0	1475.0	5.0	43.0
298	Hyundai	Venue SX 1.0 Turbo iMT	1085000	2022	3383	Petrol	Manual	Mumbai	Blue	First	Individual	998 cc	118 bhp @ 6000 rpm	172 Nm @ 1500 rpm	FWD	3995.0	1770.0	1605.0	5.0	45.0
301	Honda	WR-V VX MT Petrol	900000	2019	17000	Petrol	Manual	Ahmedabad	White	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3999.0	1734.0	1601.0	5.0	40.0
305	Porsche	911 Carrera 4	9300000	2019	9000	Petrol	Automatic	Pune	Blue	First	Corporate	3436 cc	325 bhp @ 7400 rpm	390 Nm @ 5600 rpm	AWD	4491.0	1852.0	1304.0	4.0	68.0
308	Hyundai	Tucson GL 2WD AT Petrol	1595000	2017	86000	Petrol	Automatic	Bangalore	Blue	First	Individual	1999 cc	153 bhp @ 6200 rpm	192 Nm @ 4000 rpm	FWD	4475.0	1850.0	1660.0	5.0	62.0
310	Hyundai	i20 Sportz 1.2	375000	2013	29135	Petrol	Manual	Panchkula	White	First	Individual	1197 cc	83 bhp @ 6000 rpm	113 Nm @ 4000 rpm	FWD	3995.0	1710.0	1505.0	5.0	45.0
313	Mercedes-Benz	C-Class C 200 Avantgarde	2675000	2016	28000	Petrol	Automatic	Gurgaon	Silver	First	Individual	1991 cc	181 bhp @ 5500 rpm	300 Nm @ 1200 rpm	RWD	4686.0	1810.0	1442.0	5.0	66.0
314	Honda	Jazz V AT Petrol	545000	2015	42000	Petrol	Automatic	Delhi	White	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3955.0	1694.0	1544.0	5.0	40.0
316	Honda	Jazz S	195000	2010	32000	Petrol	Manual	Gurgaon	Silver	First	Individual	1198 cc	89 bhp @ 6200 rpm	110 Nm @ 4800 rpm	FWD	3900.0	1695.0	1535.0	5.0	42.0
321	Volkswagen	Polo GT TSI	1095000	2020	43260	Petrol	Automatic	Bangalore	Red	First	Individual	1197 cc	103 bhp @ 5000 rpm	175 Nm @ 1500 rpm	FWD	3971.0	1682.0	1469.0	5.0	45.0
325	Maruti Suzuki	Swift VXi	745000	2021	14722	Petrol	Manual	Bangalore	White	First	Individual	1197 cc	89 bhp @ 6000 rpm	113 Nm @ 4400 rpm	FWD	3845.0	1735.0	1530.0	5.0	37.0
327	Jeep	Compass Limited (O) 1.4 Petrol AT [2017-2020]	1250000	2017	60200	Petrol	Automatic	Thane	White	First	Corporate	1368 cc	160 bhp @ 5500 rpm	250 Nm @ 2500 rpm	FWD	4395.0	1818.0	1640.0	5.0	60.0
329	Honda	WR-V S MT Petrol	625000	2017	23798	Petrol	Manual	Ahmedabad	Brown	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3999.0	1734.0	1601.0	5.0	40.0
330	Honda	City 1.5 S MT	250000	2011	55000	Petrol	Manual	Kolkata	Silver	First	Individual	1497 cc	118@6600	146@4600	FWD	4420.0	1695.0	1480.0	5.0	42.0
331	Volkswagen	Vento TSI	650000	2017	51000	Petrol	Automatic	Rohtak	White	First	Individual	1197 cc	103 bhp @ 5000 rpm	175 Nm @ 1500 rpm	FWD	4384.0	1699.0	1466.0	5.0	55.0
332	Honda	Brio S MT	310000	2014	49000	Petrol	Manual	Delhi	Brown	Second	Individual	1198 cc	87 bhp @ 6000 rpm	109 Nm @ 4500 rpm	FWD	3610.0	1680.0	1500.0	5.0	35.0
333	Renault	Duster RXL Petrol	600000	2017	48000	Petrol	Manual	Mumbai	Black	First	Individual	1498 cc	105 bhp @ 5600 rpm	142 Nm @ 4000 rpm	FWD	4315.0	1822.0	1695.0	5.0	50.0
337	BMW	5-Series 530i Sport Line	4250000	2018	32000	Petrol	Automatic	Mumbai	Blue	First	Individual	1998 cc	248 bhp @ 5200 rpm	350 Nm @ 1450 rpm	RWD	4936.0	1868.0	1479.0	5.0	57.0
340	Kia	Seltos GTX Plus AT 1.4 [2019-2020]	1625000	2021	16000	Petrol	Automatic	Kolkata	Red	First	Individual	1353 cc	138 bhp @ 6000 rpm	242 Nm @ 1500 rpm	FWD	4315.0	1800.0	1645.0	5.0	50.0
344	Hyundai	Grand i10 NIOS Magna 1.2 Kappa VTVT	590000	2020	74000	Petrol	Manual	Ahmedabad	White	First	Individual	1197 cc	82 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3805.0	1680.0	1520.0	5.0	37.0
346	Toyota	Corolla Altis 1.8 G	725000	2014	104814	Petrol	Manual	Mumbai	Grey	First	Individual	1798 cc	138 bhp @ 6400 rpm	173 Nm @ 4000 rpm	FWD	4540.0	1760.0	1480.0	5.0	55.0
347	Hyundai	Elantra 1.8 SX MT	645000	2013	17000	Petrol	Manual	Pune	White	First	Individual	1797 cc	147 bhp @ 6500 rpm	177 Nm @ 4700 rpm	FWD	4530.0	1775.0	1470.0	5.0	56.0
349	Maruti Suzuki	Swift Lxi (O) [2014-2017]	450000	2016	45000	Petrol	Manual	Delhi	White	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
351	Mahindra	Thar AX 4-STR Convertible Petrol MT	1700000	2021	3813	Petrol	Manual	Chennai	Red	First	Individual	1997 cc	150 bhp @ 5000 rpm	300 Nm @ 1250 rpm	AWD	3985.0	1820.0	1855.0	4.0	57.0
352	Maruti Suzuki	Swift VXi [2014-2017]	525000	2016	64928	Petrol	Manual	Mumbai	Red	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
357	Maruti Suzuki	Wagon R VXI+	535000	2020	4295	Petrol	Manual	Samastipur	Silver	First	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3636.0	1475.0	1670.0	5.0	35.0
359	Maruti Suzuki	Swift DZire LXi	295000	2010	33000	Petrol	Manual	Mumbai	Grey	First	Individual	1298 cc	87@6000	113@4500	FWD	4160.0	1690.0	1530.0	5.0	43.0
360	Fiat	Linea Emotion 1.4	235000	2011	54000	Petrol	Manual	Nashik	Black	First	Individual	1368 cc	90@6000	115@4500		4560.0	1730.0	1487.0	5.0	45.0
362	Honda	City ZX CVT Petrol	1700000	2022	8530	Petrol	Automatic	Pune	White	UnRegistered Car	Individual	1498 cc	119 bhp @ 6600 rpm	145 Nm @ 4300 rpm	FWD	4549.0	1748.0	1489.0	5.0	40.0
363	Hyundai	Tucson GLS 2WD AT Petrol	1789999	2018	46000	Petrol	Automatic	Delhi	Black	First	Individual	1999 cc	153 bhp @ 6200 rpm	192 Nm @ 4000 rpm	FWD	4475.0	1850.0	1660.0	5.0	62.0
364	Toyota	Innova 2.7 VX 7 STR [2016-2020]	1964999	2020	26000	Petrol	Manual	Delhi	Silver	First	Individual	2694 cc	164 bhp @ 5200 rpm	245 Nm @ 4000 rpm	RWD	4735.0	1830.0	1795.0	7.0	65.0
365	Audi	TT 2.0 TFSI Quattro	4000000	2014	39394	Petrol	Automatic	Jaipur	White	Second	Individual	1984 cc	208 bhp @ 4300 rpm	350 Nm @ 1600 rpm	AWD	4198.0	1842.0	1353.0	2.0	60.0
366	Tata	Tiago Revotron XTA [2017-2019]	484999	2018	35000	Petrol	Automatic	Patna	Blue	First	Individual	1199 cc	84 bhp @ 6000 rpm	114 Nm @ 3500 rpm	FWD	3746.0	1647.0	1535.0	5.0	35.0
367	Maruti Suzuki	Swift VXi [2014-2017]	580000	2019	17881	Petrol	Manual	Ranchi	Grey	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
368	Honda	City E [2013-2016]	450000	2014	48409	Petrol	Manual	Ranchi	White	Second	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
369	Maruti Suzuki	Alto 800 Vxi (Airbag)	355000	2020	40000	Petrol	Manual	Deoghar	White	First	Individual	796 cc	47 bhp @ 6000 rpm	69 Nm @ 3500 rpm	FWD	3395.0	1490.0	1475.0	5.0	35.0
371	Mercedes-Benz	C-Class Cabriolet C 300	6500000	2020	21000	Petrol	Automatic	Gurgaon	White	Second	Individual	1991 cc	241 bhp @ 5500 rpm	370 Nm @ 1300 rpm	RWD	4686.0	1810.0	1409.0	4.0	59.0
372	Tata	Nexon XZ Plus Dark Edition	1050000	2022	1500	Petrol	Manual	Kolkata	Black	First	Individual	1199 cc	118 bhp @ 5500 rpm	170 Nm @ 1750 rpm	FWD	3993.0	1811.0	1606.0	5.0	44.0
374	Honda	Jazz SV Petrol	495000	2015	52000	Petrol	Manual	Noida	Brown	First	Individual	1199 cc	89 bhp @ 6000 rpm	110 Nm @ 4800 rpm	FWD	3955.0	1694.0	1544.0	5.0	40.0
375	Hyundai	i10 Sportz 1.2 Kappa2	275000	2011	42000	Petrol	Manual	Pune	Grey	First	Individual	1197 cc	79 bhp @ 6000 rpm	112.7619 Nm @ 4000 rpm	FWD	3585.0	1595.0	1550.0	5.0	35.0
376	Honda	Amaze 1.2 VX AT i-VTEC	465000	2014	29442	Petrol	Automatic	Mumbai	Silver	First	Individual	1198 cc	87 bhp @ 6000 rpm	109 Nm @ 4500 rpm	FWD	3990.0	1680.0	1505.0	5.0	35.0
378	Mercedes-Benz	C-Class C 200 Progressive [2018-2020]	4900000	2022	5000	Petrol	Automatic	Delhi	White	First	Individual	1497 cc	181 bhp @ 5800 rpm	280 Nm @ 1600 rpm	RWD	4686.0	1810.0	1442.0	5.0	66.0
381	Honda	City 1.5 S MT	269000	2009	85000	Petrol	Manual	Mohali	White	Second	Individual	1497 cc	118@6600	146@4600	FWD	4420.0	1695.0	1480.0	5.0	42.0
385	Hyundai	Creta 1.6 SX Plus AT Petrol	1000000	2018	42000	Petrol	Automatic	Kolkata	White	First	Individual	1591 cc	122 bhp @ 6400 rpm	154 Nm @ 4850 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
387	MG	Astor Sharp EX 1.5 MT	1550000	2022	600	Petrol	Manual	Kolkata	Orange	First	Individual	1498 cc	108 bhp @ 6000 rpm	144 Nm @ 4400 rpm	FWD	4323.0	1809.0	1650.0	5.0	48.0
389	Toyota	Innova 2.0 V	575000	2013	82000	Petrol	Manual	Varanasi	Gold	UnRegistered Car	Individual	1998 cc	136@5600	182@4000		4555.0	1770.0	1755.0	8.0	55.0
393	Skoda	Superb L&K TSI AT	3195000	2021	21651	Petrol	Automatic	Mumbai	Blue	First	Individual	1798 cc	177 bhp @ 5100 rpm	250 Nm @ 1250 rpm	FWD	4861.0	1864.0	1483.0	5.0	66.0
396	Maruti Suzuki	Ciaz Zeta 1.4 AT	741000	2017	31000	Petrol	Automatic	Mumbai	Blue	First	Individual	1373 cc	91 bhp @ 6000 rpm	130 Nm @ 4000 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
401	Maruti Suzuki	Baleno Alpha 1.2 AT	595000	2017	35000	Petrol	Automatic	Mumbai	Blue	Third	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
403	Maruti Suzuki	Celerio X Zxi AMT [2017-2019]	500000	2017	32000	Petrol	Automatic	Chennai	Orange	Second	Individual	998 cc	67 bhp @ 6000 rpm	90 Nm @ 3500 rpm	FWD	3715.0	1635.0	1565.0	5.0	35.0
404	Maruti Suzuki	Wagon R LXI ABS	345000	2016	49857	Petrol	Manual	Faridabad	White	First	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3599.0	1495.0	1700.0	5.0	35.0
405	Maruti Suzuki	Wagon R VXI+	299000	2013	46000	Petrol	Manual	Varanasi	White	First	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3636.0	1475.0	1670.0	5.0	35.0
406	Maruti Suzuki	Wagon R LXi Minor	160000	2008	50000	Petrol	Manual	Varanasi	Silver	Second	Individual	1061 cc	67@6200	84@3500	FWD	3520.0	1475.0	1690.0	5.0	35.0
407	Maruti Suzuki	Baleno Delta 1.2 AT	570000	2017	36000	Petrol	Automatic	Zirakpur	White	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
408	Renault	Kiger RXT Turbo CVT	800000	2021	13000	Petrol	Automatic	Dehradun	White	First	Individual	999 cc	99 bhp @ 5000 rpm	152 Nm @ 2200 rpm	FWD	3991.0	1750.0	1605.0	5.0	40.0
409	Maruti Suzuki	Wagon R VXi 1.0 [2019-2019]	440000	2018	40000	Petrol	Manual	Kanpur	White	First	Individual					3655.0	1620.0	1675.0	5.0	32.0
410	Mercedes-Benz	E-Class 200 K Classic	509999	2007	39000	Petrol	Automatic	Ludhiana	Silver	Third	Individual									
411	Hyundai	Eon 1.0 Kappa Magna + [2014-2016]	315000	2013	45000	Petrol	Manual	Chennai	Grey	First	Individual	998 cc	68 bhp @ 6200 rpm	94 Nm @ 3500 rpm	FWD	3515.0	1500.0	1510.0	5.0	32.0
412	Maruti Suzuki	Alto LXi BS-III	227000	2011	87513	Petrol	Manual	Salem	Blue	Second	Individual	796 cc	47@6200	62@3000		3495.0	1475.0	1460.0	5.0	35.0
413	Mercedes-Benz	S-Class 350 L	1850000	2011	26000	Petrol	Automatic	Delhi	Black	First	Individual	3498 cc	272 bhp @ 6300 rpm	345 Nm @ 4500 rpm	RWD	5226.0	2120.0	1479.0	5.0	90.0
417	Hyundai	Creta SX (O) 1.5 Petrol CVT [2020-2022]	1748999	2022	2670	Petrol	Automatic	Kolkata	White	First	Individual	1497 cc	113 bhp @ 6300 rpm	144 Nm @ 4500 rpm	FWD	4300.0	1790.0	1635.0	5.0	50.0
419	Hyundai	Elite i20 Asta 1.2 (O) [2016]	779000	2016	9889	Petrol	Manual	Bangalore	Blue	First	Individual	1197 cc	82 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3985.0	1734.0	1505.0	5.0	45.0
420	Honda	City ZX CVT Petrol	1450000	2021	13000	Petrol	Automatic	Delhi	Brown	First	Individual	1497 cc	118 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
421	Tata	Nexon XZA Plus Petrol	890000	2018	35000	Petrol	Automatic	Chennai	Orange	First	Individual	1198 cc	108 bhp @ 5000 rpm	170 Nm @ 1750 rpm	FWD	3994.0	1811.0	1607.0	5.0	44.0
422	Maruti Suzuki	Baleno Zeta 1.2	625000	2017	51145	Petrol	Manual	Nagpur	Red	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
424	Audi	RS5 4.2 Coupe	2900000	2011	56000	Petrol	Automatic	Pune	Red	Third	Individual	4163 cc	444 bhp @ 8250 rpm	430 Nm @ 4000 rpm	AWD	4649.0	1860.0	1366.0	5.0	64.0
429	Ford	Figo Duratec Petrol Titanium 1.2	270000	2015	64000	Petrol	Manual	Pune	Grey	First	Individual	1196 cc	70 bhp @ 6250 rpm	102 Nm @ 4000 rpm	FWD	3795.0	1680.0	1427.0	5.0	45.0
430	Maruti Suzuki	DZire VXi AMT	825000	2019	9644	Petrol	Automatic	Pune	Blue	First	Individual	1197 cc	82 bhp @ 6000 rpm	113 Nm @ 4200 rpm	FWD	3995.0	1735.0	1515.0	5.0	37.0
431	Maruti Suzuki	Celerio ZXi (O) AMT [2019-2020]	425000	2017	41624	Petrol	Automatic	Pune	White	Second	Individual	998 cc	67 bhp @ 6000 rpm	90 Nm @ 3500 rpm	FWD	3695.0	1600.0	1560.0	5.0	35.0
433	Mercedes-Benz	E-Class E250 Elegance	980000	2011	78000	Petrol	Automatic	Ludhiana	White	Second	Individual	2497 cc	204@6100	245@5000	RWD	4868.0	1854.0	1471.0	5.0	80.0
434	Renault	Duster RXL Petrol	789000	2017	60444	Petrol	Manual	Bangalore	Red	First	Individual	1498 cc	105 bhp @ 5600 rpm	142 Nm @ 4000 rpm	FWD	4315.0	1822.0	1695.0	5.0	50.0
435	BMW	3-Series 330i M Sport Edition	5100000	2022	6000	Petrol	Automatic	Raipur	White	First	Individual	1998 cc	248 bhp @ 5200 rpm	350 Nm @ 1450 rpm	RWD	4633.0	1811.0	1429.0	5.0	57.0
437	Hyundai	Creta 1.6 SX Plus AT Petrol	1400000	2019	13000	Petrol	Automatic	Mumbai	White	First	Individual	1591 cc	122 bhp @ 6400 rpm	154 Nm @ 4850 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
440	Hyundai	Grand i10 Magna 1.2 Kappa VTVT [2017-2020]	450000	2016	53300	Petrol	Manual	Pune	Maroon	First	Individual	1197 cc	81 bhp @ 6000 rpm	114 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
441	Honda	City SV	840000	2019	34000	Petrol	Manual	Delhi	White	First	Individual	1497 cc	117 bhp @ 6600 rpm	145 Nm @ 4600 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
442	Mercedes-Benz	S-Class Maybach S 560	18500000	2021	21000	Petrol	Automatic	Gurgaon	Black	First	Individual	3982 cc	463 bhp @ 5250 rpm	700 Nm @ 2000 rpm	RWD	5462.0	1899.0	1498.0	4.0	70.0
455	Maruti Suzuki	Swift VXi [2014-2017]	590000	2019	26000	Petrol	Manual	Lucknow	Blue	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
459	Tata	Manza Aqua Safire BS-IV	114999	2012	93000	Petrol	Manual	Unnao	Silver	Second	Individual	1368 cc	90@6000	116@4750		4413.0	1703.0	1550.0	5.0	44.0
460	Maruti Suzuki	Wagon R VXI	545000	2019	10340	Petrol	Manual	Delhi	White	First	Individual	998 cc	67 bhp @ 6200 rpm	90 Nm @ 3500 rpm	FWD	3599.0	1495.0	1700.0	5.0	35.0
462	Maruti Suzuki	XL6 Alpha MT Petrol	1299000	2021	13400	Petrol	Manual	Mysore	White	First	Individual	1462 cc	103 bhp @ 6000 rpm	138 Nm @ 4400 rpm	FWD	4445.0	1775.0	1700.0	6.0	45.0
464	Porsche	718 Cayman [2017-2020]	9000000	2017	7000	Petrol	Automatic	Faridabad	Red	First	Individual	1988 cc	295 bhp @ 6500 rpm	380 Nm @ 1950 rpm	RWD	4379.0	1801.0	1295.0	2.0	54.0
465	Maruti Suzuki	Swift VXi [2014-2017]	550000	2019	29000	Petrol	Manual	Kolkata	Grey	First	Individual	1197 cc	83 bhp @ 6000 rpm	115 Nm @ 4000 rpm	FWD	3850.0	1695.0	1530.0	5.0	42.0
468	Hyundai	Verna 1.6 VTVT S	495000	2015	42000	Petrol	Manual	Kolkata	Red	First	Individual	1591 cc	121 bhp @ 6300 rpm	155 Nm @ 4200 rpm	FWD	4375.0	1700.0	1475.0	5.0	43.0
469	Hyundai	Eon 1.0 Kappa Magna AirBag	360000	2015	16205	Petrol	Manual	Pune	White	First	Individual	998 cc	68 bhp @ 6200 rpm	94 Nm @ 3500 rpm	FWD	3515.0	1550.0	1510.0	5.0	32.0
470	Maruti Suzuki	Grand Vitara 2015 2.0 AT	345000	2007	92000	Petrol	Automatic	Mohali	Black	Third	Individual	1995 cc	120@5500	170@3500	AWD	4470.0	1810.0	1695.0	5.0	66.0
471	Hyundai	Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016]	565000	2016	29000	Petrol	Automatic	Mumbai	Silver	First	Individual	1197 cc	79 bhp @ 6000 rpm	112 Nm @ 4000 rpm	FWD	3765.0	1660.0	1520.0	5.0	43.0
477	Mercedes-Benz	S-Class 300	1500000	2012	158000	Petrol	Automatic	Chennai	Brown	First	Individual									
482	Honda	City VX CVT Petrol	1390000	2022	32000	Petrol	Automatic	Delhi	Brown	First	Individual	1498 cc	119 bhp @ 6600 rpm	145 Nm @ 4300 rpm	FWD	4549.0	1748.0	1489.0	5.0	40.0
