	Make	Model	Price	Year	Kilometer	Fuel Type	Transmission	Location	Color	Owner	Seller Type	Engine	Max Power	Max Torque	Drivetrain	Length	Width	Height	Seating Capacity	Fuel Tank Capacity
545	BMW	X1 sDrive20d xLine	2900000	2019	25000	Diesel	Automatic	Delhi	White	First	Individual	1995 cc	184 bhp @ 4000 rpm	350 Nm @ 1750 rpm	RWD	4454.0	2044.0	1545.0	5.0	63.0
546	BMW	X1 sDrive20d xLine	4500000	2022	17000	Diesel	Automatic	Mumbai	White	First	Individual	1995 cc	184 bhp @ 4000 rpm	350 Nm @ 1750 rpm	RWD	4454.0	2044.0	1545.0	5.0	63.0
548	BMW	5-Series 520d Luxury Line [2017-2019]	2149000	2015	69000	Diesel	Automatic	Delhi	Silver	First	Individual	1995 cc	188 bhp @ 4000 rpm	400 Nm @ 1750 rpm	RWD	4936.0	1868.0	1479.0	5.0	65.0
549	Mercedes-Benz	GL-Class 350 CDI	4200000	2015	77000	Diesel	Automatic	Chennai	Black	Second	Individual	2987 cc	258 bhp @ 3600 rpm	619 Nm @ 1600 rpm	AWD	5120.0	1934.0	1850.0	7.0	100.0
550	Tata	Nexon XT Diesel [2017-2019]	860000	2018	82200	Diesel	Manual	Pune	Grey	First	Individual	1497 cc	108 bhp @ 3750 rpm	260 Nm @ 1500 rpm	FWD	3994.0	1811.0	1607.0	5.0	44.0
552	Mahindra	Scorpio VLX 4WD BS-III	580000	2011	117000	Diesel	Manual	Salem	White	Second	Individual	2179 cc	122@4000	290@1800	AWD	4430.0	1817.0	1975.0	7.0	60.0
553	MG	Gloster Savvy 6 STR 2.0 Twin Turbo 4WD	3500000	2021	7900	Diesel	Automatic	Hyderabad	Black	First	Individual	1996 cc	215 bhp @ 4000 rpm	480 Nm @ 1500 rpm	AWD	4985.0	1926.0	1867.0	6.0	75.0
555	Audi	Q3 2.0 TDI quattro Premium Plus	1513000	2015	79000	Diesel	Automatic	Ahmedabad	Blue	Second	Individual	1968 cc	174 bhp @ 4200 rpm	380 Nm @ 1750 rpm	AWD	4385.0	1831.0	1608.0	5.0	64.0
558	BMW	X3 xDrive 20d Luxury Line [2018-2020]	5975000	2021	18000	Diesel	Automatic	Delhi	White	First	Individual	1995 cc	190 bhp @ 4000 rpm	400 Nm @ 1750 rpm	AWD	4657.0	1881.0	1678.0	5.0	67.0
559	Maruti Suzuki	Vitara Brezza ZDi Plus	1025000	2019	90000	Diesel	Manual	Hyderabad	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
561	Maruti Suzuki	DZire VDi	630000	2017	36000	Diesel	Manual	Patna	Blue	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1735.0	1515.0	5.0	37.0
565	Tata	Grande GX	250999	2011	98000	Diesel	Manual	Mumbai	Silver	First	Individual	2179 cc	120@4000	250@1500		4421.0	1780.0	1940.0	7.0	65.0
566	Mahindra	TUV300 T8	565000	2017	65000	Diesel	Manual	Delhi	Red	Second	Individual	1493 cc	84 bhp @ 3750 rpm	230 Nm @ 1500 rpm	RWD	3995.0	1835.0	1839.0	7.0	60.0
567	Toyota	Innova 2.5 G 7 STR BS-IV	750000	2014	126000	Diesel	Manual	Delhi	Silver	First	Individual	2494 cc	100 bhp @ 3600 rpm	200 Nm @ 1400 rpm	RWD	4585.0	1760.0	1760.0	7.0	55.0
568	Audi	Q3 35 TDI Premium + Sunroof	1850000	2015	71700	Diesel	Automatic	Navi Mumbai	White	Second	Individual	1968 cc	174 bhp @ 4200 rpm	380 Nm @ 1750 rpm	AWD	4385.0	1831.0	1608.0	5.0	64.0
569	Mahindra	XUV500 W6	850000	2016	114000	Diesel	Manual	Lucknow	White	First	Individual	2179 cc	138 bhp @ 3750 rpm	330 Nm @ 1600 rpm	FWD	4585.0	1890.0	1785.0	7.0	70.0
570	Hyundai	Elite i20 Asta 1.4 CRDI [2016-2017]	535000	2016	58339	Diesel	Manual	Panchkula	Grey	First	Individual	1396 cc	89 bhp @ 4000 rpm	220 Nm @ 1500 rpm	FWD	3985.0	1734.0	1505.0	5.0	45.0
572	Maruti Suzuki	DZire VDi AMT	770000	2019	72040	Diesel	Automatic	Pune	Silver	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1735.0	1515.0	5.0	37.0
579	Maruti Suzuki	Vitara Brezza VDi	745000	2018	36000	Diesel	Manual	Patna	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
581	Mercedes-Benz	E-Class E 220 d Avantgarde	5950000	2019	10000	Diesel	Automatic	Chennai	White	First	Individual	1950 cc	192 bhp @ 3800 rpm	400 Nm @ 1600 rpm	RWD	5063.0	1860.0	1494.0	5.0	80.0
582	Land Rover	Range Rover 3.0 V6 Diesel Vogue	22000000	2019	35000	Diesel	Automatic	Pune	Blue	First	Individual	2993 cc	244 bhp @ 4000 rpm	600 Nm @ 2000 rpm	AWD	4999.0	2220.0	1835.0	5.0	105.0
583	MINI	Cooper D 3 Door	3300000	2019	6400	Diesel	Automatic	Delhi	Red	First	Individual	1496 cc	114 bhp @ 4000 rpm	270 Nm @ 1750 rpm	FWD	3821.0	1727.0	1414.0	5.0	44.0
584	Ford	Endeavour Titanium Plus 3.2 4x4 AT	3250000	2019	34000	Diesel	Automatic	Chennai	White	First	Individual	3198 cc	197 bhp @ 3000 rpm	470 Nm @ 1750 rpm	AWD	4903.0	1869.0	1837.0	7.0	80.0
585	Renault	Duster 110 PS RXZ 4X2 AMT Diesel	690000	2016	35000	Diesel	Automatic	Delhi	Grey	Second	Individual	1461 cc	108 bhp @ 3900 rpm	248 Nm @ 2250 rpm	FWD	4315.0	1822.0	1695.0	5.0	50.0
586	Maruti Suzuki	Vitara Brezza VDi AGS	894999	2019	46000	Diesel	Automatic	Mumbai	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
587	Skoda	Rapid Ambition 1.6 TDI CR MT	550000	2016	83000	Diesel	Manual	Chandigarh	White	First	Individual	1598 cc	105 bhp @ 4400 rpm	250 Nm @ 2500 rpm	FWD	4386.0	1699.0	1466.0	5.0	55.0
588	Ford	Ecosport Trend 1.5 TDCi	399000	2013	54000	Diesel	Manual	Mumbai	Orange	Third	Individual	1498 cc	89 bhp @ 3750 rpm	204 Nm @ 2000 rpm	FWD	3999.0	1765.0	1708.0	5.0	52.0
591	Maruti Suzuki	Vitara Brezza VDi	825000	2018	48174	Diesel	Manual	Thane	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
592	Ford	Ecosport Ambiente 1.5L TDCi	585000	2016	62591	Diesel	Manual	Mumbai	Silver	First	Individual	1498 cc	99 bhp @ 3750 rpm	205 Nm @ 1750 rpm	FWD	3998.0	1765.0	1647.0	5.0	52.0
594	Maruti Suzuki	S-Cross Alpha 1.3	795000	2017	52245	Diesel	Manual	Pune	Brown	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	4300.0	1785.0	1595.0	5.0	48.0
596	Hyundai	Elite i20 Sportz 1.4 CRDI	611000	2017	65000	Diesel	Manual	Kheda	White	First	Individual	1396 cc	89 bhp @ 4000 rpm	220 Nm @ 1500 rpm	FWD	3985.0	1734.0	1505.0	5.0	45.0
599	Renault	Fluence 1.5 E4	390000	2013	62000	Diesel	Manual	Lucknow	Silver	First	Individual	1461 cc	108 bhp @ 4000 rpm	240 Nm @ 1850 rpm	FWD	4618.0	1813.0	1488.0	5.0	67.0
600	Audi	A4 35 TDI Technology	2400000	2017	59267	Diesel	Automatic	Kolkata	Silver	First	Individual	1968 cc	188 bhp @ 4200 rpm	400 Nm @ 1750 rpm	FWD	4726.0	1842.0	1427.0	5.0	54.0
604	Skoda	Kodiaq L&K 2.0 TDI 4x4 AT	3499000	2020	47000	Diesel	Automatic	Mumbai	White	First	Individual					4697.0	1882.0	1665.0	7.0	63.0
605	Audi	A3 35 TDI Premium + Sunroof	2900000	2019	15530	Diesel	Automatic	Goa	White	First	Individual	1968 cc	141 bhp @ 3500 rpm	320 Nm @ 1750 rpm	FWD	4456.0	1796.0	1416.0	5.0	50.0
606	Maruti Suzuki	Swift DZire VDI	400000	2014	64000	Diesel	Manual	Agra	White	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1695.0	1555.0	5.0	42.0
608	Toyota	Fortuner 2.8 4x2 MT [2016-2020]	2980000	2019	92000	Diesel	Manual	Lucknow	Black	First	Individual	2755 cc	174 bhp @ 3400 rpm	420 Nm @ 1600 rpm	RWD	4795.0	1855.0	1835.0	7.0	80.0
612	Audi	A4 2.0 TDI Sline	745000	2013	72000	Diesel	Automatic	Gurgaon	Black	First	Individual									
613	Mercedes-Benz	GLE 250 d	5400000	2016	16000	Diesel	Automatic	Karnal	White	First	Individual	2143 cc	201 bhp @ 3800 rpm	500 Nm @ 1600 rpm	AWD	4819.0	2141.0	1796.0	5.0	93.0
614	Mercedes-Benz	GL-Class 350 CDI	3700000	2015	103890	Diesel	Automatic	Lucknow	Black	Second	Individual	2987 cc	258 bhp @ 3600 rpm	619 Nm @ 1600 rpm	AWD	5120.0	1934.0	1850.0	7.0	100.0
616	Mahindra	Thar LX 4-STR Hard Top Diesel MT	1475000	2021	12000	Diesel	Manual	Ludhiana	Red	First	Individual	2184 cc	130 bhp @ 3750 rpm	300 Nm @ 1600 rpm	AWD	3985.0	1820.0	1844.0	4.0	57.0
617	Toyota	Fortuner 2.8 4x2 AT [2016-2020]	2800000	2016	93000	Diesel	Automatic	Mohali	White	First	Individual	2755 cc	174 bhp @ 3400 rpm	450 Nm @ 1600 rpm	RWD	4795.0	1855.0	1835.0	7.0	80.0
620	Kia	Seltos GTX Plus AT 1.5 Diesel [2019-2020]	1835000	2020	33828	Diesel	Automatic	Mumbai	White	First	Individual	1493 cc	114 bhp @ 4000 rpm	250 Nm @ 1500 rpm	FWD	4315.0	1800.0	1645.0	5.0	50.0
622	Maruti Suzuki	Vitara Brezza ZDi+ Dual Tone [2017-2018]	715000	2017	71000	Diesel	Manual	Delhi	Red	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
623	Mahindra	XUV700 AX 7 Diesel AT 7 STR	2540000	2022	18000	Diesel	Automatic	Delhi	White	First	Individual	2184 cc	182 bhp @ 3500 rpm	450 Nm @ 1750 rpm	FWD	4695.0	1890.0	1755.0	7.0	60.0
628	Toyota	Fortuner 4x2 AT	1450000	2013	170669	Diesel	Automatic	Mumbai	White	First	Individual	2982 cc	171 @3600	343 @1400		4705.0	1840.0	1850.0	7.0	80.0
629	Hyundai	Verna Fluidic 1.6 CRDi	565000	2014	68000	Diesel	Manual	Lucknow	White	First	Individual	1582 cc	128 bhp @ 4000 rpm	260 Nm @ 1900 rpm	FWD	4370.0	1700.0	1475.0	5.0	43.0
630	BMW	5-Series 520d Luxury Line	2550000	2015	70000	Diesel	Automatic	Coimbatore	Blue	Second	Individual	1995 cc	190 bhp @ 4000 rpm	400 Nm @ 1750 rpm	RWD	4899.0	2094.0	1464.0	5.0	65.0
633	Volkswagen	Vento Trendline Diesel	360000	2012	80000	Diesel	Manual	Chandigarh	White	Second	Individual									
635	BMW	X1 sDrive20d Expedition	2600000	2017	41000	Diesel	Automatic	Hyderabad	Blue	First	Individual	1995 cc	188 bhp @ 4000 rpm	400 Nm @ 1750 rpm	FWD	4439.0	1821.0	1612.0	5.0	51.0
636	Mercedes-Benz	GL-Class 350 CDI	2390000	2013	107021	Diesel	Automatic	Delhi	White	Second	Individual	2987 cc	258 bhp @ 3600 rpm	619 Nm @ 1600 rpm	AWD	5120.0	1934.0	1850.0	7.0	100.0
642	Jaguar	XF 3.0 V6 Premium Luxury	3350000	2014	49235	Diesel	Automatic	Bangalore	Purple	First	Individual									
645	Mahindra	XUV500 W10 AT	994999	2016	105000	Diesel	Automatic	Mumbai	Grey	Second	Individual	2179 cc	138 bhp @ 3750 rpm	330 Nm @ 1600 rpm	FWD	4585.0	1890.0	1785.0	7.0	70.0
646	Maruti Suzuki	Vitara Brezza LDi (O) [2016-2018]	675000	2016	45000	Diesel	Manual	Jalandhar	Red	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	3995.0	1790.0	1640.0	5.0	48.0
648	Volkswagen	Polo Comfortline 1.2L (D)	375000	2012	78000	Diesel	Manual	Raipur	Grey	Third	Individual									
652	Honda	City E Diesel	499000	2014	140000	Diesel	Manual	Hyderabad	White	First	Individual	1498 cc	99 bhp @ 3600 rpm	200 Nm @ 1750 rpm	FWD	4440.0	1695.0	1495.0	5.0	40.0
655	Maruti Suzuki	DZire VDi AMT	695000	2018	55000	Diesel	Automatic	Delhi	Grey	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1735.0	1515.0	5.0	37.0
656	Hyundai	Venue SX 1.4 CRDi	1025000	2019	42000	Diesel	Manual	Mumbai	Silver	First	Individual	1396 cc	89 bhp @ 4000 rpm	220 Nm @ 1500 rpm	FWD	3995.0	1770.0	1605.0	5.0	45.0
658	Toyota	Innova 2.4 VX 8 STR [2016-2020]	2250000	2019	28000	Diesel	Manual	Pune	Maroon	First	Individual	2393 cc	148 bhp @ 3400 rpm	343 Nm @ 1400 rpm	RWD	4735.0	1830.0	1795.0	8.0	55.0
659	Mercedes-Benz	GLA 200 d Sport	2650000	2018	43000	Diesel	Automatic	Mumbai	Grey	Second	Individual	2143 cc	134 bhp @ 3600 rpm	300 Nm @ 1600 rpm	FWD	4424.0	1804.0	1494.0	5.0	50.0
661	Hyundai	Creta SX 1.6 AT CRDi	1200000	2019	27657	Diesel	Automatic	Kolkata	Grey	Second	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1500 rpm	FWD	4270.0	1780.0	1665.0	5.0	55.0
664	Mercedes-Benz	A-Class A 200d	1850000	2016	37600	Diesel	Automatic	Pune	Red	First	Individual	2143 cc	134 bhp @ 3600 rpm	300 Nm @ 1400 rpm	FWD	4299.0	1780.0	1433.0	4.0	50.0
665	Maruti Suzuki	Baleno Alpha 1.3	665000	2017	48000	Diesel	Manual	Delhi	Blue	First	Individual	1248 cc	74 bhp @ 4000 rpm	190 Nm @ 2000 rpm	FWD	3995.0	1745.0	1500.0	5.0	37.0
666	Hyundai	Creta EX 1.4 CRDi	1090000	2019	37000	Diesel	Manual	Hyderabad	Blue	First	Individual	1396 cc	89 bhp @ 4000 rpm	220 Nm @ 1500 rpm	FWD	4270.0	1780.0	1665.0	5.0	55.0
667	Mercedes-Benz	S-Class S 350 CDI	5500000	2015	54000	Diesel	Automatic	Faridabad	White	First	Individual	2987 cc	255 bhp @ 3600 rpm	620 Nm @ 1600 rpm	RWD	5246.0	1899.0	1494.0	5.0	70.0
668	Audi	A6 35 TDI Matrix	2400000	2017	81802	Diesel	Automatic	Nashik	Blue	Second	Individual	1968 cc	190 bhp @ 3800 rpm	400 Nm @ 1750 rpm	FWD	4933.0	1874.0	1455.0	5.0	75.0
669	Hyundai	Verna SX Plus 1.6 CRDi AT	1085000	2018	45915	Diesel	Automatic	Mumbai	Black	First	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1500 rpm	FWD	4440.0	1729.0	1475.0	5.0	45.0
674	BMW	3-Series 320d Luxury Line	1550000	2013	104264	Diesel	Automatic	Hyderabad	Red	Second	Individual	1995 cc	188 bhp @ 4000 rpm	400 Nm @ 1750 rpm	RWD	4633.0	1811.0	1429.0	5.0	57.0
677	Land Rover	Evoque SE	3450000	2016	29000	Diesel	Automatic	Delhi	Blue	First	Individual	2179 cc	188 bhp @ 3500 rpm	420 Nm @ 1750 rpm	AWD	4465.0	1900.0	1635.0	5.0	57.0
679	Audi	Q5 2.0 TDI quattro Premium Plus	1490000	2012	40000	Diesel	Automatic	Raipur	Black	First	Individual	1968 cc	174 bhp @ 4200 rpm	380 Nm @ 1750 rpm	AWD	4629.0	1898.0	1653.0	5.0	75.0
680	Mahindra	XUV300 1.5 W6 [2019-2020]	950000	2020	57400	Diesel	Manual	Agra	White	First	Individual	1497 cc	115 bhp @ 3750 rpm	300 Nm @ 1500 rpm	FWD	3995.0	1821.0	1627.0	5.0	42.0
681	Jaguar	XF Prestige Diesel CBU	3750000	2019	13500	Diesel	Automatic	Delhi	Silver	Second	Individual	1999 cc	177 bhp @ 4000 rpm	430 Nm @ 1750 rpm	RWD	5067.0	2091.0	1457.0	5.0	66.0
683	Jeep	Compass Model S (O) Diesel 4x4 AT	2950000	2021	38000	Diesel	Automatic	Pune	White	First	Individual	1956 cc	168 bhp @ 3750 rpm	350 Nm @ 1750 rpm	AWD	4405.0	1818.0	1640.0	5.0	60.0
685	Toyota	Fortuner 3.0 4x4 MT	1290000	2012	121000	Diesel	Manual	Ludhiana	Gold	Second	Individual	2982 cc	169 bhp @ 3600 rpm	343 Nm @ 1400 rpm	AWD	4705.0	1840.0	1850.0	7.0	80.0
686	Toyota	Etios Liva GD	625000	2015	76000	Diesel	Manual	Pune	White	First	Individual	1364 cc	67 bhp @ 3800 rpm	170 Nm @ 1800 rpm	FWD	3775.0	1695.0	1510.0	5.0	45.0
687	Mahindra	XUV500 W10	1490000	2018	50000	Diesel	Manual	Chennai	Maroon	First	Individual	2179 cc	138 bhp @ 3750 rpm	330 Nm @ 1600 rpm	FWD	4585.0	1890.0	1785.0	7.0	70.0
689	Mahindra	XUV500 W10 AT	1190000	2017	41470	Diesel	Automatic	Delhi	Black	First	Individual	2179 cc	138 bhp @ 3750 rpm	330 Nm @ 1600 rpm	FWD	4585.0	1890.0	1785.0	7.0	70.0
690	Mahindra	Scorpio VLX 2WD Airbag BS-IV	625000	2013	170000	Diesel	Manual	Salem	White	Third	Individual	2179 cc	120 bhp @ 4000 rpm	290 Nm @ 1800 rpm	RWD	4430.0	1817.0	1975.0	8.0	60.0
691	Land Rover	Range Rover Sport SDV6 HSE	5375000	2014	80000	Diesel	Automatic	Delhi	White	Second	Individual	2993 cc	289 bhp @ 4000 rpm	600 Nm @ 2000 rpm	AWD	4879.0	2073.0	1780.0	5.0	77.0
695	Chevrolet	Cruze LTZ AT	475000	2014	73265	Diesel	Automatic	Delhi	White	Second	Individual	1998 cc	164 bhp @ 3800 rpm	380 Nm @ 2000 rpm	FWD	4597.0	1788.0	1477.0	5.0	60.0
696	Hyundai	Creta SX 1.6 CRDi	1225000	2019	47000	Diesel	Manual	Jalandhar	White	First	Individual	1582 cc	126 bhp @ 4000 rpm	260 Nm @ 1500 rpm	FWD	4270.0	1780.0	1665.0	5.0	55.0
697	Maruti Suzuki	Ertiga VDI SHVS	725000	2017	42000	Diesel	Manual	Delhi	White	First	Individual	1248 cc	89 bhp @ 4000 rpm	200 Nm @ 1750 rpm	FWD	4296.0	1695.0	1685.0	7.0	45.0
698	Mercedes-Benz	GLA 200 CDI Sport	2450000	2017	25000	Diesel	Automatic	Mumbai	White	Second	Individual	2143 cc	134 bhp @ 3600 rpm	300 Nm @ 1600 rpm	FWD	4417.0	1804.0	1494.0	5.0	50.0
699	Hyundai	Sonata 2.0 CRDi	225000	2009	140000	Diesel	Manual	Yamunanagar	Silver	Third	Individual	1991 cc	142@4000	323@2000	FWD	4800.0	1832.0	1485.0	5.0	70.0
701	Toyota	Innova 2.8 ZX AT 7 STR [2016-2020]	2200000	2018	57000	Diesel	Automatic	Pune	Grey	First	Individual	2755 cc	172 bhp @ 3400 rpm	360 Nm @ 1200 rpm	RWD	4735.0	1830.0	1795.0	7.0	55.0
702	Honda	Amaze 1.5 VX CVT Diesel	950000	2020	39000	Diesel	Automatic	Ludhiana	White	First	Individual	1498 cc	79 bhp @ 3600 rpm	160 Nm @ 1750 rpm	FWD	3995.0	1695.0	1501.0	5.0	35.0
706	Maruti Suzuki	Swift VDi	295000	2009	185000	Diesel	Manual	Coimbatore	Grey	First	Individual	1248 cc	75@4000	190@2000	FWD	3760.0	1690.0	1530.0	5.0	43.0
707	Maruti Suzuki	Ciaz Delta 1.5 Diesel	910000	2019	76000	Diesel	Manual	Hyderabad	White	First	Individual	1498 cc	94 bhp @ 4000 rpm	225 Nm @ 1500 rpm	FWD	4490.0	1730.0	1485.0	5.0	43.0
710	Hyundai	Creta E Plus 1.4 CRDI	990000	2019	23000	Diesel	Manual	Ahmedabad	Orange	First	Individual	1396 cc	89 bhp @ 4000 rpm	224 Nm @ 1500 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
711	Audi	A3 35 TDI Premium Plus	2590000	2020	36978	Diesel	Automatic	Chandigarh	Blue	Second	Individual	1968 cc	141 bhp @ 3500 rpm	320 Nm @ 1750 rpm	FWD	4456.0	1796.0	1416.0	5.0	50.0
712	Mahindra	XUV500 W8 AWD [2015-2017]	1000000	2016	33000	Diesel	Manual	Rudrapur	White	First	Individual	2179 cc	138 bhp @ 3750 rpm	330 Nm @ 1600 rpm	AWD	4585.0	1890.0	1785.0	7.0	70.0
715	Mahindra	Bolero Power Plus ZLX [2016-2019]	850000	2018	83000	Diesel	Manual	Jalandhar	White	First	Individual	1493 cc	70 bhp @ 3600 rpm	195 Nm @ 1400 rpm	RWD	3995.0	1745.0	1880.0	7.0	
716	Hyundai	Elite i20 Asta 1.4 (O) CRDi	560000	2016	80000	Diesel	Manual	Ambala Cantt	White	Second	Individual	1396 cc	89 bhp @ 4000 rpm	220 Nm @ 1500 rpm	FWD	3985.0	1734.0	1505.0	5.0	40.0
717	Audi	A4 2.0 TDI (177bhp) Premium	975000	2011	75000	Diesel	Automatic	Lucknow	Silver	First	Individual	1968 cc	177 bhp @ 4200 rpm	380 Nm @ 1750 rpm	FWD	4701.0	1826.0	1427.0	5.0	63.0
718	Audi	A3 35 TDI Premium	2600000	2017	64000	Diesel	Automatic	Chennai	Blue	First	Individual	1968 cc	141 bhp @ 3500 rpm	320 Nm @ 1750 rpm	FWD	4456.0	1796.0	1416.0	5.0	50.0
719	Skoda	Rapid Ambition 1.6 TDI CR MT	745000	2016	117048	Diesel	Manual	Hyderabad	Silver	First	Individual	1598 cc	105 bhp @ 4400 rpm	250 Nm @ 2500 rpm	FWD	4386.0	1699.0	1466.0	5.0	55.0
723	Mercedes-Benz	C-Class C 220 CDI Avantgarde	2850000	2016	7000	Diesel	Automatic	Delhi	White	First	Individual	2143 cc	168 bhp @ 3000 rpm	400 Nm @ 1400 rpm	RWD	4686.0	1810.0	1442.0	5.0	66.0
724	Mahindra	Scorpio S10	925000	2016	150000	Diesel	Manual	Lucknow	White	First	Individual	2179 cc	120 bhp @ 4000 rpm	280 Nm @ 1800 rpm	RWD	4456.0	1820.0	1995.0	8.0	60.0
725	Toyota	Fortuner 3.0 4x2 AT	1075000	2013	125000	Diesel	Automatic	Delhi	White	First	Individual	2982 cc	169 bhp @ 3600 rpm	360 Nm @ 1400 rpm	RWD	4705.0	1840.0	1850.0	7.0	80.0
726	Mercedes-Benz	E-Class E 350 d Exclusive [2017-2019]	6225000	2019	42079	Diesel	Automatic	Pune	Silver	First	Individual	2987 cc	255 bhp @ 3400 rpm	620 Nm @ 1600 rpm	RWD	5063.0	1860.0	1494.0	5.0	80.0
727	Jaguar	XF 3.0 V6 Premium Luxury	2650000	2015	62645	Diesel	Automatic	Hyderabad	Bronze	First	Individual									
728	Audi	A6 2.0 TDI Premium	1500000	2014	69000	Diesel	Automatic	Mohali	Blue	First	Individual	1968 cc	177 bhp @ 3750 rpm	380 Nm @ 1750 rpm	FWD	4915.0	1874.0	1455.0	5.0	65.0
730	Mitsubishi	Pajero SFX 2.8	625000	2011	40000	Diesel	Manual	Mirzapur	White	Second	Individual	2835 cc	118 bhp @ 4000 rpm	292 Nm @ 2000 rpm	AWD	4755.0	1775.0	1900.0	5.0	92.0
732	Mahindra	Marazzo M6 Plus 8 STR	1485000	2021	36700	Diesel	Manual	Chennai	White	First	Individual	1497 cc	121 bhp @ 3500 rpm	300 Nm @ 1750 rpm	FWD	4585.0	1866.0	1774.0	8.0	45.0
733	Audi	A6 3.0 TDI quattro Premium	1650000	2012	240000	Diesel	Automatic	Lucknow	White	First	Individual	2967 cc	245 bhp @ 4000 rpm	500 Nm @ 1400 rpm	AWD	4915.0	1874.0	1455.0	5.0	75.0
734	Audi	A3 35 TDI Premium	1800000	2014	76529	Diesel	Automatic	Pune	Blue	First	Individual	1968 cc	141 bhp @ 3500 rpm	320 Nm @ 1750 rpm	FWD	4456.0	1796.0	1416.0	5.0	50.0
735	Toyota	Innova 2.5 VX 7 STR BS-III	1290000	2014	85000	Diesel	Manual	Bangalore	Silver	Second	Individual	2494 cc	100 bhp @ 3600 rpm	200 Nm @ 1400 rpm	RWD	4585.0	1760.0	1760.0	7.0	55.0
736	Nissan	Terrano XL D Plus	600000	2016	99000	Diesel	Manual	Chennai	White	First	Individual	1461 cc	84 bhp @ 3750 rpm	200 Nm @ 1900 rpm	FWD	4331.0	1822.0	1671.0	5.0	50.0
738	Toyota	Fortuner 2.8 4x4 AT [2016-2020]	4300000	2021	60000	Diesel	Automatic	Chandigarh	White	First	Individual	2755 cc	174 bhp @ 3400 rpm	450 Nm @ 1600 rpm	AWD	4795.0	1855.0	1835.0	7.0	80.0
740	Chevrolet	Cruze LTZ	320000	2011	75000	Diesel	Manual	Kanpur	Purple	Second	Individual	1991 cc	150@4000	327@2600		4597.0	1788.0	1477.0	5.0	60.0
742	BMW	X5 xDrive30d xLine	8600000	2020	21696	Diesel	Automatic	Mumbai	Blue	First	Individual	2993 cc	262 bhp @ 4000 rpm	620 Nm @ 1500 rpm	AWD	4922.0	2004.0	1745.0	5.0	80.0
743	Mercedes-Benz	C-Class C 220d Progressive [2018-2019]	3900000	2019	33000	Diesel	Automatic	Delhi	Beige	First	Individual	1950 cc	192 bhp @ 3800 rpm	400 Nm @ 1600 rpm	RWD	4686.0	1810.0	1442.0	5.0	66.0
744	Volvo	V40 D3 R-Design	2000000	2016	6000	Diesel	Automatic	Mumbai	Red	First	Individual	1984 cc	150 bhp @ 3500 rpm	350 Nm @ 1500 rpm	FWD	4370.0	1783.0	1458.0	5.0	60.0
748	Mahindra	TUV300 T6 Plus	850000	2019	85641	Diesel	Manual	Bhopal	White	First	Commercial Registration	1493 cc	100 bhp @ 3750 rpm	240 Nm @ 1600 rpm	RWD	3995.0	1835.0	1839.0	7.0	60.0
750	Mercedes-Benz	GLE 300d 4MATIC LWB	9200000	2022	10000	Diesel	Automatic	Delhi	Blue	First	Individual	1950 cc	241 bhp @ 4200 rpm	500 Nm @ 1600 rpm	AWD	4924.0	2157.0	1772.0	5.0	93.0
751	Hyundai	Creta 1.6 SX	1035000	2018	36000	Diesel	Manual	Patna	Grey	First	Individual	1582 cc	126 bhp @ 4000 rpm	265 Nm @ 1900 rpm	FWD	4270.0	1780.0	1630.0	5.0	60.0
753	BMW	X1 sDrive20d xLine	3675000	2020	37180	Diesel	Automatic	Bangalore	White	First	Individual	1995 cc	184 bhp @ 4000 rpm	350 Nm @ 1750 rpm	RWD	4454.0	2044.0	1545.0	5.0	63.0
754	Mahindra	Thar LX 4-STR Hard Top Diesel AT	1700000	2021	14000	Diesel	Automatic	Yamunanagar	Black	First	Individual	2184 cc	130 bhp @ 3750 rpm	300 Nm @ 1600 rpm	AWD	3985.0	1820.0	1844.0	4.0	57.0
